"sep=,"
Name,Type,Color,Rarity,Author,Power,Toughness,Mana cost,Converted mana cost,Count,Foil count,Special foil count,Price,Foil price,Number,Set,Set code,ID,Multiverse ID,Comments,To trade,Condition,Grading,Languages,TCG ID,Cardmarket ID,Scryfall ID
"Tidepool Turtle","Creature - Turtle",Bleu,Commune,"Andrew Mar",2,5,(3)(U),4,2,0,0,$0.10,$0.10,69,"Dominaria United",DMU,76765,574549,,0,"","","",283630,672659,d397fb84-8573-4b2c-be2c-f8fd820342f0
"Tiller of Flesh","Creature - Phyrexian Knight",Blanc,Peu commune,"Nino Vecia",2,4,(3)(W),4,1,0,0,$0.16,$0.16,44,"March of the Machine",MOM,84134,0,,0,"","","",490662,704012,49e206f2-1647-4456-8f2f-b67d053413e2
"Timberland Ancient","Creature - Treefolk",Vert,Commune,"Pavel Kolomeyets",6,5,(4)(G)(G),6,1,0,0,$0.08,$0.12,210,"March of the Machine",MOM,84337,0,,0,"","","",491718,704890,5f73cd60-cd89-4c7a-85a6-e0ae34ca101b
"Timeless Dragon","Creature - Dragon",Blanc,Rare,"Anastasia Ovchinnikova",5,5,(3)(W)(W),5,1,0,0,$0.22,$0.67,35,"Modern Horizons 2",MH2,65404,522111,,0,"","","",239400,565722,96fe8889-0ec8-421a-83a4-5d00ab4804db
"Timeless Witness","Creature - Human Shaman",Vert,Peu commune,"Deruchenko Alexander",2,1,(2)(G)(G),4,1,0,0,$0.22,$0.55,358,"Modern Horizons 2 Collectors",MH2,65803,526726,,0,"","","",240135,566643,8a0f47b0-2254-4df2-b3dc-74c1d3811d2f
"Timely Interference","Instant",Bleu,Commune,"Joshua Raphael",0,0,(U),1,1,0,0,$0.09,$0.09,70,"Dominaria United",DMU,76766,574550,,0,"","","",283173,671917,017a3c6b-9a1e-403a-9c20-2360090d39ee
"Titanic Growth","Instant",Vert,Commune,"WolfSkullJack",0,0,(1)(G),2,2,0,0,$0.07,$0.07,187,"Phyrexia: All Will Be One",ONE,83079,0,,0,"","","",479583,694775,3583ea03-525f-4c70-9d7e-ccc6002ee9e1
"Tizerus Charger","Creature - Pegasus",Noir,Commune,"Jason A. Engle",3,2,(2)(B),3,1,0,0,$0.09,$0.09,101,"Modern Horizons 2",MH2,65471,522177,,0,"","","",240398,566903,2ed4901c-9b1e-4e0e-ae71-81cb10779f07
"Tolarian Geyser","Sorcery",Bleu,Commune,"Olivier Bernard",0,0,(2)(U),3,1,0,0,$0.07,$0.07,71,"Dominaria United",DMU,76767,574551,,0,"","","",282806,671567,5dd5f389-fea2-4aed-a218-eca162902775
"Tolarian Terror","Creature - Serpent",Bleu,Commune,"Vincent Christiaens",5,5,(6)(U),7,1,0,0,$1.23,$2.00,72,"Dominaria United",DMU,76768,574552,,0,"","","",282807,671568,42f01cba-43d4-46ad-b7a5-d7631b0e1347
"Tori D'Avenant, Fury Rider","Legendary Creature - Human Knight",Multi-couleurs,Peu commune,"Anna Podedworna",3,3,(1)(R)(R)(W),4,2,0,0,$0.12,$0.16,223,"Dominaria United",DMU,76919,574703,,0,"","","",283100,671632,9c873c5b-61f6-49b9-8993-2d5e9823de62
"Tori D'Avenant, Fury Rider","Legendary Creature - Human Knight",Multi-couleurs,Peu commune,"Jody Clark",3,3,(1)(R)(R)(W),4,2,0,0,$0.05,$0.22,322,"Dominaria United Collectors",DMU,77024,578075,,0,"","","",283196,672394,676bc62e-f685-45cb-bcdd-d8adbe9c4ccb
"Tormod's Cryptkeeper","Artifact Creature - Golem",Sans couleur,Commune,"Greg Staples",3,2,(3),3,2,0,0,$0.05,$0.09,239,"Modern Horizons 2",MH2,65611,522315,,0,"","","",239777,566325,05900f1d-f065-4656-a8a2-2f719d3fdea8
"Tourach's Canticle","Sorcery",Noir,Commune,"Bastien L. Deharme",0,0,(3)(B),4,1,0,0,$0.04,$0.04,103,"Modern Horizons 2",MH2,65473,522179,,0,"","","",239491,565938,4d97fd7d-c29f-4db0-b909-2f6aa9c39d65
"Tovolar, Dire Overlord","Legendary Creature - Human Werewolf",Multi-couleurs,Rare,"Chris Rahn",4,4,(1)(R)(G),3,2,0,0,$0.57,$0.97,246,"Innistrad: Midnight Hunt",MID,68727,535042,,0,"","","",247834,574769,f953fad3-0cd1-48aa-8ed9-d7d2e293e6e2
"Tovolar, the Midnight Scourge","Legendary Creature - Werewolf",Multi-couleurs,Rare,"Chris Rahn",4,4,,3,2,0,0,$0.57,$0.97,246,"Innistrad: Midnight Hunt",MID,68728,535042,,0,"","","",247834,574769,f953fad3-0cd1-48aa-8ed9-d7d2e293e6e2
"Tovolar's Huntmaster","Creature - Human Werewolf",Vert,Rare,"Cristi Balanescu",6,6,(4)(G)(G),6,2,0,0,$0.30,$0.66,204,"Innistrad: Midnight Hunt",MID,68679,534994,,0,"","","",248336,575071,3983a304-5040-4b8d-945a-bf4ede3104a8
"Tovolar's Packleader","Creature - Werewolf",Vert,Rare,"Cristi Balanescu",7,7,,6,2,0,0,$0.30,$0.66,204,"Innistrad: Midnight Hunt",MID,68680,534994,,0,"","","",248336,575071,3983a304-5040-4b8d-945a-bf4ede3104a8
"Toxic Abomination","Creature - Phyrexian Zombie",Noir,Commune,"Igor Kieryluk",3,2,(1)(B),2,1,0,0,$0.07,$0.07,112,"Dominaria United",DMU,76808,574592,,0,"","","",282811,671569,f435329e-6de7-4b05-ba70-cb63d121116e
"Tragic Fall","Instant",Noir,Commune,"Bastien L. Deharme",0,0,(1)(B),2,1,0,0,$0.12,$0.12,104,"Modern Horizons 2",MH2,65474,522180,,0,"","","",240390,566904,affc1d27-55f6-46e9-a67c-f15b6832813d
"Transplant Theorist","Artifact Creature - Phyrexian Artificer",Bleu,Peu commune,"Xavier Ribeiro",2,4,(3)(U),4,1,0,0,$0.08,$0.15,73,"Phyrexia: All Will Be One",ONE,82965,0,,0,"","","",478808,693412,f912c4ec-08e9-4524-a2ba-98f6dfabdc18
"Trawler Drake","Creature - Phyrexian Drake",Bleu,Peu commune,"Daniel Ljunggren",0,0,(2)(U),3,1,0,0,$0.07,$0.08,74,"Phyrexia: All Will Be One",ONE,82966,0,,0,"","","",479037,694307,f442442d-2e5d-4913-82d8-bab2f31541f8
"Tribute to Urborg","Instant",Noir,Commune,"Jodie Muir",0,0,(1)(B),2,1,0,0,$0.11,$0.11,113,"Dominaria United",DMU,76809,574593,,0,"","","",283487,672351,31274707-3e16-4f46-8450-6927d936064b
"Trostani's Summoner","Creature - Elf Shaman",Multi-couleurs,Peu commune,"Howard Lyon",1,1,(5)(G)(W),7,1,0,0,$0.19,$0.19,156,"Midnight Hunt Commander",MIC,69024,539417,,0,"","","",248607,575459,eda757a0-067b-4eb9-badc-d86da5b40305
"Tura Kennerüd, Skyknight","Legendary Creature - Human Knight",Multi-couleurs,Peu commune,"Donato Giancola",3,3,(2)(W)(U)(U),5,1,0,0,$0.10,$0.14,224,"Dominaria United",DMU,76920,574704,,0,"","","",283433,672117,c839d302-bf85-4a30-a49a-dbbd48695b5c
"Tura Kennerüd, Skyknight","Legendary Creature - Human Knight",Multi-couleurs,Peu commune,"Benjamin Ee",3,3,(2)(W)(U)(U),5,1,0,0,$0.07,$0.14,323,"Dominaria United Collectors",DMU,77025,578076,,0,"","","",283459,672395,d710ba7b-b0c9-4372-8f6e-1938bd114ac4
"Twinferno","Instant",Rouge,Peu commune,"Justyna Gil",0,0,(1)(R),2,2,0,0,$0.19,$0.42,149,"Dominaria United",DMU,76845,574629,,0,"","","",283153,671922,bc531409-26cb-4c58-ba69-f39dd8aee3d1
"Twinshot Sniper","Artifact Creature - Goblin Archer",Rouge,Peu commune,"Brent Hollowell",2,3,(3)(R),4,5,0,0,$0.12,$0.41,168,"Kamigawa: Neon Dynasty",NEO,71727,548473,,0,"","","",262155,607198,08a86009-4637-4b6c-9d36-367151583668
"Tymaret, Chosen from Death","Legendary Enchantment Creature - Demigod",Noir,Peu commune,"Jason A. Engle",2,0,(B)(B),2,2,0,0,$0.11,$0.15,18,"Multiverse Legends",MUL,84552,0,,0,"","","",491843,704954,aff4fb74-8fb8-4d58-ac1b-be3de156411a
"Tyvar, Jubilant Brawler","Legendary Planeswalker - Tyvar",Multi-couleurs,Rare,"Iinuma Yuuki",0,0,(1)(B)(G),3,1,0,0,$3.43,$4.29,344,"Phyrexia: All Will Be One Collectors",ONE,83241,0,,0,"","","",478338,692421,9bddf1b3-e23f-4f05-977d-257881b8babe
"Uchuulon","Creature - Crab Ooze Horror",Noir,Rare,"Sam Burley",0,4,(3)(B),4,1,0,0,$0.19,$0.19,673,"Commander Legends: Battle for Baldur's Gate",CLB,75043,567238,,0,"","","",273525,661298,ecef5fca-72ec-4aee-af6e-ee5d6f6bc567
"Ulvenwald Behemoth","Creature - Beast Horror",Vert,Rare,"Brent Hollowell",8,8,,4,3,0,0,$0.32,$1.19,225,"Innistrad: Crimson Vow",VOW,69810,541092,,0,"","","",253082,581911,5fdf5fc4-69c8-4a59-9095-c2feefb64371
"Ulvenwald Oddity","Creature - Beast",Vert,Rare,"Brent Hollowell",4,4,(2)(G)(G),4,3,0,0,$0.32,$1.19,225,"Innistrad: Crimson Vow",VOW,69809,541092,,0,"","","",253082,581911,5fdf5fc4-69c8-4a59-9095-c2feefb64371
"Unbounded Potential","Instant",Blanc,Commune,"Iain McCaig",0,0,(1)(W),2,1,0,0,$0.19,$0.19,36,"Modern Horizons 2",MH2,65405,522112,,0,"","","",240342,566863,9955a344-dcd8-404d-9757-f62ed158ba22
"Unbreakable Formation","Instant",Blanc,Rare,"Matt Stewart",0,0,(2)(W),3,1,0,0,$0.27,$0.27,95,"Midnight Hunt Commander",MIC,68963,539356,,0,"","","",248619,575375,b37ae778-3711-4e9e-a7ba-a1cf42f8f43c
"Underdark Basilisk","Creature - Basilisk",Vert,Commune,"Brent Hollowell",1,2,(1)(G),2,1,0,0,$0.08,$0.11,208,"Adventures in the Forgotten Realms",AFR,66500,527495,,0,"","","",243449,571863,ed220158-e4e3-4d46-8098-7b940a923ce9
"Undersea Invader","Creature - Giant Rogue",Bleu,Commune,"Lorenzo Mastroianni",5,6,(4)(U)(U),6,1,0,0,$0.05,$0.07,78,"Kaldheim",KHM,62178,503686,,0,"","","",230180,530382,550c745b-64e8-4d20-9cf0-024248ddbd57
"Underworld Hermit","Creature - Human Peasant",Noir,Peu commune,"Jason A. Engle",3,3,(4)(B)(B),6,1,0,0,$0.05,$0.21,347,"Modern Horizons 2 Collectors",MH2,65792,526715,,0,"","","",239755,566173,735a5082-72f4-4812-adcc-d8095d8eee51
"Unforgiving One","Creature - Spirit",Noir,Peu commune,"Fariba Khamseh",2,3,(2)(B),3,1,0,0,$0.09,$0.13,127,"Kamigawa: Neon Dynasty",NEO,71683,548429,,0,"","","",262758,608227,cfb20c08-a84a-4773-a90c-fb007b94644b
"Unholy Heat","Instant",Rouge,Commune,"Kari Christensen",0,0,(R),1,1,0,0,$0.29,$1.25,145,"Modern Horizons 2",MH2,65516,522221,,0,"","","",240403,566914,2b73d294-6ab1-4051-9b0f-d8e335d37674
"Unmarked Grave","Sorcery",Noir,Rare,"James Paick",0,0,(1)(B),2,1,0,0,$1.35,$2.88,106,"Modern Horizons 2",MH2,65476,522182,,0,"","","",239388,565733,492b368b-de32-45c1-8459-238aae54f9fc
"Unseal the Necropolis","Instant",Noir,Commune,"Isis",0,0,(2)(B),3,2,0,0,$0.07,$0.24,128,"March of the Machine",MOM,84236,0,,0,"","","",491699,704796,9f9825ac-c186-4a10-b9e3-e73b10f75ed9
"Urabrask's Anointer","Artifact Creature - Phyrexian Wizard",Rouge,Peu commune,"JungShan",4,2,(3)(R),4,1,1,0,$0.18,$0.18,450,"Phyrexia: All Will Be One Collectors",ONE,83342,0,,0,"","","",479027,695034,96c2c971-aaed-48af-80ae-f5df2b1f17ac
"Urban Daggertooth","Creature - Dinosaur",Vert,Commune,"Randy Vargas",4,3,(2)(G)(G),4,1,0,0,$0.10,$0.10,181,"Modern Horizons 2",MH2,65552,522257,,0,"","","",239858,566481,4ab83a39-d90d-403e-b74d-fe99c8b2aacd
"Urborg Lhurgoyf","Creature - Lhurgoyf",Vert,Rare,"Andrey Kuzinskiy",0,0,(1)(G),2,1,0,0,$0.36,$0.77,186,"Dominaria United",DMU,76882,574666,,0,"","","",283160,671925,a6f97236-1497-4811-8189-0545707451da
"Urborg Repossession","Sorcery",Noir,Commune,"Cristi Balanescu",0,0,(B),1,1,0,0,$0.11,$0.15,114,"Dominaria United",DMU,76810,574594,,0,"","","",282820,671615,ecb8dab0-ecce-4321-b382-c58b296c2fd3
"Urn of Godfire","Artifact",Sans couleur,Commune,"Ovidio Cartagena",0,0,(1),1,2,0,0,$0.10,$0.15,266,"March of the Machine",MOM,84407,0,,0,"","","",491768,704900,ff5f302e-d884-4995-ba3c-8c22f9045318
"Uurg, Spawn of Turg","Legendary Creature - Frog Beast",Multi-couleurs,Peu commune,"Nicholas Gregory",0,5,(B)(B)(G),3,1,0,0,$0.08,$0.13,225,"Dominaria United",DMU,76921,574705,,0,"","","",283513,672433,dd3fc36c-682b-4352-a66f-eddd2baf0bf6
"Uurg, Spawn of Turg","Legendary Creature - Frog Beast",Multi-couleurs,Peu commune,"Eugene Frost",0,5,(B)(B)(G),3,3,0,0,$0.09,$0.12,324,"Dominaria United Collectors",DMU,77026,578077,,0,"","","",283537,672448,216b4613-9b2a-472b-bc9a-49ad6c9b9f03
"Valor's Reach Tag Team","Sorcery",Multi-couleurs,Peu commune,"Johann Bodin",0,0,,4,1,0,0,$0.14,$0.14,235,"March of the Machine",MOM,84369,0,,0,"","","",490700,704438,a7ac3a39-b6a6-4647-bb6e-e82057704f8b
"Vampiric Rites","Enchantment",Noir,Peu commune,"Anastasia Ovchinnikova",0,0,(B),1,1,0,0,$0.22,$0.22,98,"Double Masters 2022",2X2,75988,571431,,0,"","","",276934,665741,df9947ed-de58-4172-91df-82a93584e6fe
"Vanish into Eternity","Instant",Blanc,Commune,"Magali Villeneuve",0,0,(2)(W),3,2,0,0,$0.08,$0.09,36,"Phyrexia: All Will Be One",ONE,82928,0,,0,"","","",478380,692843,8f0b3308-9c0b-4461-9094-38deec20e1bc
"Vanquish the Weak","Instant",Noir,Commune,"Gaboleps",0,0,(2)(B),3,1,0,0,$0.08,$0.11,129,"March of the Machine",MOM,84237,0,,0,"","","",491703,704797,935cb9a2-11ba-45d9-ab38-dea23cecf521
"Vanquisher's Axe","Artifact - Equipment",Sans couleur,Commune,"Joe Slucher",0,0,(1),1,1,0,0,$0.04,$0.14,240,"Dominaria United",DMU,76936,574720,,0,"","","",283666,672701,aef37244-deb9-464e-ab8c-4308369ae09b
"Vazi, Keen Negotiator","Legendary Creature - Human Advisor",Multi-couleurs,Rare,"José Parodi",3,3,(2)(B)(R)(G),5,1,0,0,$0.10,$0.40,92,"New Capenna Commander",NCC,73551,559571,,0,"","","",269116,652140,551a6ff5-0f6e-4925-98c7-4d426358e959
"Vectis Gloves","Artifact - Equipment",Sans couleur,Peu commune,"Joe Slucher",0,0,(2),2,1,0,0,$0.03,$0.14,241,"Modern Horizons 2",MH2,65613,522317,,0,"","","",239799,566361,6cc098a4-24fa-492f-91f0-2e8b482c823b
"Vedalken Infiltrator","Creature - Vedalken Rogue",Bleu,Peu commune,"Izzy",1,3,(1)(U),2,1,0,0,$0.08,$0.18,73,"Modern Horizons 2",MH2,65443,522149,,0,"","","",239840,566436,9ddfc6a8-7880-4810-8c0a-d9ea931138f2
"Veil of Assimilation","Artifact",Blanc,Peu commune,"Wayne Wu",0,0,(1)(W),2,1,0,0,$0.04,$0.13,37,"Phyrexia: All Will Be One",ONE,82929,0,,0,"","","",478968,693885,1f9d8d87-e32f-4ad9-8d72-d1b88cd14510
"Vengeant Earth","Instant",Vert,Commune,"Jonas De Ro",0,0,(1)(G),2,2,0,0,$0.03,$0.12,212,"March of the Machine",MOM,84339,0,,0,"","","",491725,704891,16e20076-5d24-4c59-b707-6d20e121032f
"Venomous Brutalizer","Creature - Phyrexian Knight",Vert,Peu commune,"Mike Jordana",4,4,(2)(G)(G),4,1,0,0,$0.11,$0.29,193,"Phyrexia: All Will Be One",ONE,83085,0,,0,"","","",479366,694181,dd9df44a-a0ab-435f-914c-aa11cd88f4ec
"Verdurous Gearhulk","Artifact Creature - Construct",Vert,Mythique,"Jaime Jones",4,4,(3)(G)(G),5,1,0,0,$0.41,$0.41,145,"Midnight Hunt Commander",MIC,69013,539406,,0,"","","",248635,575445,3f3eb5d0-7a99-4f66-b0b8-a0d8acc3bc9e
"Vermin Gorger","Creature - Vampire",Noir,Commune,"Tobias Kwan",2,2,(1)(B),2,1,0,0,$0.09,$0.12,107,"Modern Horizons 2",MH2,65477,522183,,0,"","","",240393,566905,d3166b10-5bc3-4db6-bb5b-81045d98e446
"Vertex Paladin","Creature - Angel Knight",Multi-couleurs,Peu commune,"Fajareka Setiawan",0,0,,4,1,0,0,$0.13,$0.15,242,"March of the Machine",MOM,84383,0,,0,"","","",491195,704454,6c8c9c33-569c-4b67-a18d-4cd0f18d01f4
"Viashino Branchrider","Creature - Viashino Warrior",Rouge,Commune,"Andrew Mar",1,1,(R),1,2,0,0,$0.05,$0.08,150,"Dominaria United",DMU,76846,574630,,0,"","","",282816,671621,1f08749e-05e0-4fb4-a4ae-35e7187584ab
"Viashino Lashclaw","Creature - Viashino Warrior",Rouge,Commune,"Caio Monteiro",2,2,(1)(R),2,1,0,0,$0.04,$0.05,146,"Modern Horizons 2",MH2,65517,522222,,0,"","","",240404,566915,3457e346-a5de-4624-b577-f59d4c186537
"Victory's Envoy","Creature - Human Cleric",Blanc,Rare,"Sara Winters",3,3,(3)(W)(W),5,1,0,0,$0.25,$0.25,96,"Midnight Hunt Commander",MIC,68964,539357,,0,"","","",248621,575376,b9fd4bad-0227-484d-ba48-4e7f75bb804d
"Vile Entomber","Creature - Zombie Warlock",Noir,Peu commune,"Chris Cold",2,2,(2)(B)(B),4,1,0,0,$0.22,$0.36,403,"Modern Horizons 2",MH2,65699,525584,,0,"","","",240240,566855,36590526-2f1b-4959-ba9e-55f3ebcffd1e
"Vineshaper Prodigy","Creature - Elf Druid",Vert,Commune,"Inka Schulz",2,2,(1)(G),2,1,0,0,$0.08,$0.12,187,"Dominaria United",DMU,76883,574667,,0,"","","",282808,671570,545cddde-8018-4fdd-874d-b5193b73b414
"Virulent Sliver","Creature - Sliver",Vert,Commune,"Franz Vohwinkel",1,1,(G),1,1,0,0,$0.20,$0.20,993,"The List",PLIST,83829,0,,0,"","","",480191,695290,63ccf6ae-cfdd-472a-848d-48caa710c741
"Visions of Dominance","Sorcery",Vert,Rare,"Andrew Mar",0,0,(2)(G),3,1,0,0,$0.30,$0.30,37,"Midnight Hunt Commander",MIC,68942,540754,,0,"","","",247844,574723,15947810-9a38-417f-84dc-5a83446deb81
"Vivisection Evangelist","Creature - Phyrexian Cleric",Multi-couleurs,Peu commune,"Igor Kieryluk",4,4,(3)(W)(B),5,3,0,0,$0.07,$0.12,220,"Phyrexia: All Will Be One",ONE,83112,0,,0,"","","",478930,693876,626c46a3-72b8-4e04-adf2-c9c7aaf94f04
"Voda Sea Scavenger","Creature - Merfolk Rogue",Bleu,Commune,"Uriah Voth",3,2,(2)(U),3,3,0,0,$0.10,$0.10,74,"Dominaria United",DMU,76770,574554,,0,"","","",282817,671609,2a3cc789-cbb8-4dae-a749-af169832dd7b
"Vodalian Hexcatcher","Creature - Merfolk Wizard",Bleu,Rare,"Dmitry Burmak",1,1,(1)(U),2,1,1,0,$3.12,$3.56,75,"Dominaria United",DMU,76771,574555,,0,"","","",283479,672346,4ec464dc-b1dd-4e45-b093-c3ad65a74050
"Vodalian Mindsinger","Creature - Merfolk Wizard",Bleu,Rare,"Steve Prescott",2,2,(1)(U)(U),3,1,0,0,$0.14,$0.22,76,"Dominaria United",DMU,76772,574556,,0,"","","",283191,671938,211a9db2-8b5f-419d-8032-ac2a571dbb53
"Vohar, Vodalian Desecrator","Legendary Creature - Phyrexian Merfolk Wizard",Multi-couleurs,Peu commune,"Daarken",1,2,(U)(B),2,1,0,0,$0.12,$0.14,226,"Dominaria United",DMU,76922,574706,,0,"","","",283385,672111,807c7812-c108-45a7-a5b2-08cc693bc500
"Vohar, Vodalian Desecrator","Legendary Creature - Phyrexian Merfolk Wizard",Multi-couleurs,Peu commune,"Nino Vecia",1,2,(U)(B),2,1,0,0,$0.10,$0.21,325,"Dominaria United Collectors",DMU,77027,578078,,0,"","","",283538,672449,a573c574-754a-4994-881c-ca5177727775
"Voice of the Vermin","Creature - Human Citizen",Vert,Peu commune,"Irina Nordsol",2,2,(3)(G),4,1,0,0,$0.02,$0.05,163,"Streets of New Capenna",SNC,73000,555364,,0,"","","",269094,652202,bfe4e0eb-23a5-46a5-b719-5a6f9a1fc4ce
"Void Rend","Instant",Multi-couleurs,Rare,"Rovina Cai",0,0,(W)(U)(B),3,1,0,0,$2.23,$3.10,230,"Streets of New Capenna",SNC,73067,555431,,0,"","","",268812,651715,2daab74d-d66b-4164-aa19-24e8d5536f7d
"Voidwing Hybrid","Creature - Phyrexian Bat",Multi-couleurs,Peu commune,"Abz J Harding",2,1,(U)(B),2,1,0,0,$0.12,$0.23,221,"Phyrexia: All Will Be One",ONE,83113,0,,0,"","","",479507,694780,8a48705f-bd8a-43f1-b1fe-14a5c9a83ccd
"Volcanic Spite","Instant",Rouge,Commune,"Kevin Sidharta",0,0,(1)(R),2,2,0,0,$0.13,$0.20,170,"March of the Machine",MOM,84288,0,,0,"","","",0,704811,69490262-afc2-4692-8fac-b771a972c8f8
"Voldaren Stinger","Creature - Vampire Warrior",Rouge,Commune,"Martina Fackova",1,1,(R),1,2,0,0,$0.09,$0.16,167,"Innistrad: Midnight Hunt",MID,68636,534951,,0,"","","",248290,575058,f27a7c78-3a64-42fc-8808-15b1f41976a1
"Volshe Tideturner","Creature - Merfolk Wizard",Bleu,Commune,"Tia Masic",1,3,(1)(U),2,1,0,0,$0.12,$0.16,77,"Dominaria United",DMU,76773,574557,,0,"","","",282818,671601,ea61871b-9295-4ea0-86ef-e7a11e23bda8
"Vraska's Fall","Instant",Noir,Commune,"Dibujante Nocturno",0,0,(2)(B),3,1,0,0,$0.10,$0.22,116,"Phyrexia: All Will Be One",ONE,83008,0,,0,"","","",479363,694742,0173b7b4-2832-4943-ba45-8ba498d7a056
"Vulshok Splitter","Artifact - Equipment",Rouge,Commune,"Kai Carpenter",0,0,(3)(R),4,1,0,0,$0.07,$0.10,156,"Phyrexia: All Will Be One",ONE,83048,0,,0,"","","",478970,692841,f05078dd-b928-4b3f-9636-f299ebac180b
"Waildrifter","Creature - Hippogriff Spirit",Bleu,Commune,"Daniel Ljunggren",2,2,,4,1,0,0,$0.05,$0.05,55,"Innistrad: Midnight Hunt",MID,68502,534816,,0,"","","",248337,575024,eb34c472-c6ff-4d83-ac8b-a8f279593f98
"Walking Bulwark","Artifact Creature - Golem",Sans couleur,Peu commune,"Jonas De Ro",0,3,(1),1,1,0,0,$0.11,$0.13,241,"Dominaria United",DMU,76937,574721,,0,"","","",283144,671929,602d163c-d341-4b3b-9d3c-5d3419e9b10b
"Wall of Denial","Creature - Wall",Multi-couleurs,Peu commune,"Howard Lyon",0,8,(1)(W)(U),3,1,0,0,$0.81,$2.25,16,"Alara Reborn",ARB,17617,179601,,0,"","","",31835,20895,dd66cb50-6ef5-4b1f-b6c3-ad1210d2d380
"Wall of Mourning","Creature - Wall",Blanc,Rare,"Kasia 'Kafis' Zielińska",0,4,(1)(W),2,1,0,0,$0.27,$0.27,10,"Midnight Hunt Commander",MIC,68915,540453,,0,"","","",248602,575356,98692a19-c9d4-48bf-9315-d88c44136f8b
"War Historian","Creature - Human Monk",Vert,Commune,"Ryan Valle",3,3,(2)(G),3,1,0,0,$0.08,$0.11,214,"March of the Machine",MOM,84342,0,,0,"","","",491326,704403,0007efdf-417d-48a7-b119-3a2fda3e1158
"War-Trained Slasher","Creature - Wolverine Dinosaur",Rouge,Commune,"Francis Tneh",4,3,(3)(R),4,3,1,0,$0.07,$0.08,172,"March of the Machine",MOM,84290,0,,0,"","","",491323,704384,c2a87c5d-5efc-4ceb-b165-27f807117f71
"Warhost's Frenzy","Instant",Rouge,Peu commune,"Igor Grechanyi",0,0,(2)(R),3,2,0,0,$0.10,$0.13,151,"Dominaria United",DMU,76847,574631,,0,"","","",283166,671939,a83d571b-ad91-43f5-8498-115cede4867d
"Wary Thespian","Creature - Cat Druid",Vert,Commune,"Billy Christian",3,1,(1)(G),2,1,0,0,$0.08,$0.15,215,"March of the Machine",MOM,84343,0,,0,"","","",491736,704892,675b29bf-0b64-410f-9a92-c88e5615c27f
"Watery Grave","Land - Island Swamp",Sans couleur,Rare,"Cliff Childs",0,0,,0,1,0,0,$14.19,$25.19,259,"Guilds of Ravnica",GRN,43209,453009,,0,"","","",175205,363550,7d4595f2-9297-40dc-b2dd-7144bbb401f7
"Wavesifter","Creature - Elemental",Multi-couleurs,Commune,"Nils Hamm",3,2,(3)(G)(U),5,2,0,0,$0.12,$0.14,217,"Modern Horizons 2",MH2,65589,522293,,0,"","","",240426,566929,0a269277-7f4e-40de-a2b4-53aa50cfd665
"Weatherlight Compleated","Legendary Artifact - Vehicle",Sans couleur,Mythique,"Adam Paquette",5,5,(2),2,1,0,0,$2.39,$3.74,242,"Dominaria United",DMU,76938,574722,,0,"","","",283162,671930,976fd9d9-a9b5-40b6-ad38-4b3b263e1ebc
"Webspinner Cuff","Artifact Creature - Equipment Spider",Vert,Peu commune,"Andrew Mar",1,4,(2)(G),3,1,0,0,$0.14,$0.16,214,"Kamigawa: Neon Dynasty",NEO,71779,548525,,0,"","","",262767,608276,e73cc6a7-0a18-488c-b52a-787da95a2e6b
"Webweaver Changeling","Creature - Shapeshifter",Vert,Commune,"Nicholas Gregory",3,5,(3)(G)(G),5,1,0,0,$0.11,$0.14,164,"Double Masters 2022",2X2,76054,571497,,0,"","","",276264,664057,576807eb-47fa-4f08-8982-1c0b3526fdd2
"Wharf Infiltrator","Creature - Human Horror",Bleu,Rare,"Daarken",1,1,(1)(U),2,1,0,0,$0.23,$0.23,737,"Commander Legends: Battle for Baldur's Gate",CLB,75109,567554,,0,"","","",273464,661880,b434ba9e-528c-43b4-a463-0e697dce8d5d
"White Sun's Twilight","Sorcery",Blanc,Rare,"Julian Kok Joon Wen",0,0,(X)(W)(W),2,1,0,0,$2.06,$3.12,38,"Phyrexia: All Will Be One",ONE,82930,0,,0,"","","",478284,692395,fff13d77-8133-4328-b91e-efce229bc331
"Wicked Slumber","Instant",Bleu,Peu commune,"Anato Finnstark",0,0,(3)(U),4,3,0,0,$0.11,$0.11,84,"March of the Machine",MOM,84183,0,,0,"","","",491247,704781,140cd8bd-b74d-4cb1-b78f-8de3cbd878ff
"Wild Beastmaster","Creature - Human Shaman",Vert,Rare,"Kev Walker",1,1,(2)(G),3,1,0,0,$0.16,$0.16,146,"Midnight Hunt Commander",MIC,69014,539407,,0,"","","",248639,575446,bc52bf91-a8fc-43de-9e28-3b40cd08445a
"Wildwood Escort","Creature - Elf Warrior",Vert,Commune,"Taras Susak",3,3,(4)(G),5,2,0,0,$0.07,$0.22,216,"March of the Machine",MOM,84344,0,,0,"","","",491743,704893,a8c6fc26-df6e-44de-96e6-a6e34086edc2
"Wind-Scarred Crag","Land",Sans couleur,Commune,"Roman Kuteynikov",0,0,,0,1,0,0,$0.08,$0.10,276,"March of the Machine",MOM,84417,0,,0,"","","",484566,697792,7f2642cd-e3cc-4aab-8c00-4987284509b3
